id;step;volume;A_0;B_0;C;L;p;Aext;Bext;Compl;A_uscita;A_ingresso;B_uscita;B_ingresso;A_netto;B_netto;Avicino;Amedio;Alontano;
0-0;278;4.28768e-15;14;137;121;10157;1;31;276;9;9;17;62;123;8;61;31;235;1;
0-0;279;4.28768e-15;14;146;121;10157;1;32;276;9;6;13;72;151;7;79;32;235;1;
0-0;280;4.28768e-15;14;135;121;10157;1;30;276;9;5;14;63;124;9;61;30;236;1;
0-0;281;4.28768e-15;13;159;121;10157;1;30;277;9;9;16;58;122;7;64;30;237;1;
0-0;282;4.28768e-15;13;144;121;10158;1;31;277;9;5;12;66;144;7;78;31;237;1;
0-0;283;4.28832e-15;17;133;123;10158;1;20;277;8;3;21;71;118;18;47;20;238;1;
0-0;284;4.28832e-15;15;121;123;10159;1;27;277;8;10;11;59;115;1;56;27;238;1;
0-0;285;4.28896e-15;12;114;123;10159;1;30;278;8;4;9;74;123;5;49;30;239;1;
0-0;286;4.28896e-15;16;143;123;10162;1;24;278;8;4;17;56;126;13;70;24;239;1;
0-0;287;4.29087e-15;14;132;123;10163;1;20;278;8;6;18;62;127;12;65;20;240;1;
0-0;288;4.2915e-15;5;134;123;10164;1;25;279;8;8;11;51;120;3;69;25;240;1;
0-0;289;4.29214e-15;9;130;123;10165;1;28;279;8;2;6;62;122;4;60;28;241;1;
0-0;290;4.29278e-15;12;145;123;10166;1;30;279;8;4;10;54;116;6;62;30;242;1;
0-0;291;4.29341e-15;17;149;123;10168;1;30;280;8;4;11;59;153;7;94;30;242;1;
0-0;292;4.29469e-15;12;115;122;10168;1;31;280;9;7;14;59;135;7;76;31;243;2;
0-0;293;4.29469e-15;7;115;122;10169;1;34;280;9;7;11;69;126;4;57;34;243;2;
0-0;294;4.29532e-15;12;127;122;10170;1;32;281;9;2;12;57;144;10;87;32;244;2;
0-0;295;4.29596e-15;13;129;122;10170;1;21;281;9;4;22;55;149;18;94;21;244;2;
0-0;296;4.29596e-15;14;140;122;10170;1;25;281;9;3;7;57;125;4;68;25;245;2;
0-0;297;4.29596e-15;14;137;122;10170;1;24;281;9;4;13;57;130;9;73;24;245;2;
0-0;298;4.29596e-15;10;128;122;10170;1;23;282;9;3;11;65;123;8;58;23;246;2;
0-0;299;4.29596e-15;12;148;122;10170;1;27;282;9;5;9;58;154;4;96;27;246;2;
0-0;300;4.29596e-15;10;140;122;10171;1;28;282;9;3;10;73;139;7;66;28;247;2;
0-0;301;4.2966e-15;12;119;124;10171;1;33;283;8;7;9;61;113;2;52;33;247;2;
0-0;302;4.2966e-15;10;141;124;10173;1;42;283;8;12;11;58;139;-1;81;42;248;2;
0-0;303;4.29787e-15;16;122;124;10173;1;38;283;8;8;19;62;126;11;64;38;248;2;
0-0;304;4.29787e-15;24;145;124;10175;1;23;284;8;6;28;62;135;22;73;23;249;2;
0-0;305;4.29914e-15;11;137;124;10177;1;27;284;8;10;15;79;109;5;30;27;250;2;
0-0;306;4.30042e-15;12;149;126;10177;1;29;284;7;7;13;66;134;6;68;29;250;2;
0-0;307;4.30042e-15;15;135;126;10178;1;24;285;7;10;23;72;122;13;50;24;251;2;
0-0;308;4.30106e-15;16;137;126;10178;1;33;285;7;7;4;70;141;-3;71;33;251;2;
0-0;309;4.30106e-15;13;138;126;10180;1;37;285;7;5;9;56;131;4;75;37;252;2;
0-0;310;4.30233e-15;15;142;126;10182;1;31;285;7;6;19;58;124;13;66;31;252;2;
0-0;311;4.3036e-15;16;148;126;10182;1;34;286;7;7;12;79;147;5;68;34;253;2;
0-0;312;4.3036e-15;11;157;126;10183;1;38;286;7;9;13;79;118;4;39;38;253;2;
0-0;313;4.30424e-15;18;142;126;10184;1;33;286;7;6;18;69;136;12;67;33;254;2;
0-0;314;4.30488e-15;16;142;126;10184;1;23;287;7;6;23;77;133;17;56;23;254;2;
0-0;315;4.30488e-15;14;121;126;10184;1;31;287;7;6;6;59;136;0;77;31;255;2;
0-0;316;4.30488e-15;9;124;126;10185;1;24;287;7;3;18;59;127;15;68;24;255;2;
0-0;317;4.30552e-15;9;128;126;10186;1;28;288;7;5;9;56;135;4;79;28;256;2;
0-0;318;4.30615e-15;15;133;126;10187;1;31;288;7;4;9;52;117;5;65;31;256;2;
0-0;319;4.30679e-15;9;122;126;10188;1;31;288;7;11;19;56;149;8;93;31;257;2;
0-0;320;4.30743e-15;13;122;126;10189;1;26;288;7;3;15;46;147;12;101;26;257;2;
0-0;321;4.30807e-15;16;125;126;10192;1;29;289;7;6;11;59;156;5;97;29;257;2;
0-0;322;4.30998e-15;18;115;126;10194;1;29;289;7;8;16;66;118;8;52;29;258;2;
0-0;323;4.31125e-15;16;122;125;10195;1;35;289;8;7;9;72;137;2;65;35;258;2;
0-0;324;4.31189e-15;12;133;124;10197;1;33;290;9;7;16;58;120;9;62;33;259;2;
0-0;325;4.31317e-15;12;134;124;10198;1;26;290;9;5;20;65;126;15;61;26;259;2;
0-0;326;4.3138e-15;12;136;124;10198;1;31;290;9;4;7;67;134;3;67;31;260;2;
0-0;327;4.3138e-15;11;126;123;10198;1;34;291;10;8;13;61;124;5;63;34;260;2;
0-0;328;4.3138e-15;19;134;125;10198;1;37;291;9;7;11;69;141;4;72;37;261;3;
0-0;329;4.3138e-15;15;145;125;10199;1;34;291;9;6;17;67;143;11;76;34;261;3;
0-0;330;4.31444e-15;20;149;127;10199;1;38;291;8;8;12;69;139;4;70;38;262;3;
0-0;331;4.31444e-15;19;150;127;10200;1;31;292;8;9;23;75;125;14;50;31;262;3;
0-0;332;4.31508e-15;14;140;127;10202;1;32;292;8;6;13;72;138;7;66;32;263;3;
0-0;333;4.31635e-15;18;135;127;10202;1;28;292;8;5;17;65;145;12;80;28;263;3;
0-0;334;4.31635e-15;21;154;127;10204;1;26;293;8;4;14;63;159;10;96;26;264;3;
0-0;335;4.31763e-15;27;158;127;10204;1;33;293;8;8;9;49;115;1;66;33;264;3;
0-0;336;4.31763e-15;23;158;127;10204;1;30;293;8;8;19;59;132;11;73;30;265;3;
0-0;337;4.31763e-15;16;131;127;10204;1;26;294;8;12;24;71;144;12;73;26;265;3;
0-0;338;4.31763e-15;12;137;127;10204;1;31;294;8;8;11;53;136;3;83;31;265;3;
0-0;339;4.31763e-15;7;150;127;10204;1;35;294;8;8;11;60;139;3;79;35;266;3;
0-0;340;4.31763e-15;17;175;126;10204;1;42;294;9;4;5;59;129;1;70;42;266;3;
0-0;341;4.31763e-15;24;167;125;10204;1;42;295;10;9;17;79;135;8;56;42;267;3;
0-0;342;4.31763e-15;28;149;127;10204;1;37;295;9;6;18;76;132;12;56;37;267;3;
0-0;343;4.31763e-15;17;152;127;10204;1;41;295;9;14;18;69;140;4;71;41;268;3;
0-0;344;4.31763e-15;18;141;127;10207;1;38;296;9;7;17;69;134;10;65;38;268;3;
0-0;345;4.31954e-15;20;145;127;10207;1;29;296;9;4;21;65;138;17;73;29;269;3;
0-0;346;4.31954e-15;16;122;126;10208;1;31;296;10;10;16;71;136;6;65;31;269;3;
0-0;347;4.32018e-15;14;139;126;10208;1;34;296;10;4;9;55;128;5;73;34;269;3;
0-0;348;4.32018e-15;19;138;126;10208;1;30;297;10;5;17;61;126;12;65;30;270;3;
0-0;349;4.32018e-15;14;157;126;10210;1;32;297;10;9;15;55;137;6;82;32;270;3;
0-0;350;4.32146e-15;20;139;126;10212;1;33;297;10;6;13;75;135;7;60;33;271;3;
0-0;351;4.32273e-15;11;137;126;10214;1;38;298;10;9;12;73;130;3;57;38;271;3;
0-0;352;4.32401e-15;19;140;126;10214;1;30;298;10;7;22;63;123;15;60;30;272;3;
0-0;353;4.32401e-15;15;128;126;10214;1;39;298;10;9;8;66;124;-1;58;39;272;3;
0-0;354;4.32401e-15;11;156;126;10214;1;42;299;10;10;15;50;125;5;75;42;272;3;
0-0;355;4.32401e-15;16;169;126;10215;1;34;299;10;8;24;62;107;16;45;34;273;3;
0-0;356;4.32465e-15;10;167;126;10215;1;31;299;10;4;15;72;156;11;84;31;273;3;
0-0;357;4.32465e-15;15;141;125;10217;1;26;299;11;6;20;70;148;14;78;26;274;3;
0-0;358;4.32593e-15;12;152;127;10217;1;21;300;10;8;21;70;118;13;48;21;274;4;
0-0;359;4.32593e-15;8;141;127;10217;1;26;300;10;6;9;80;131;3;51;26;275;4;
0-0;360;4.32593e-15;12;175;127;10218;1;31;300;10;8;12;64;154;4;90;31;275;4;
0-0;361;4.32656e-15;14;138;127;10218;1;32;301;10;5;12;84;137;7;53;32;275;4;
0-0;362;4.32656e-15;12;142;131;10219;1;32;301;8;8;16;72;114;8;42;32;276;4;
0-0;363;4.3272e-15;16;139;130;10219;1;34;301;9;6;12;55;129;6;74;34;276;4;
0-0;364;4.3272e-15;17;143;130;10219;1;23;301;9;4;23;77;165;19;88;23;277;4;
0-0;365;4.3272e-15;11;143;130;10219;1;30;302;9;8;9;62;138;1;76;30;277;4;
0-0;366;4.3272e-15;13;143;130;10220;1;27;302;9;3;15;69;137;12;68;27;277;4;
0-0;367;4.32784e-15;17;132;130;10220;1;35;302;9;8;9;91;136;1;45;35;278;4;
0-0;368;4.32784e-15;20;136;130;10220;1;35;303;9;4;12;65;135;8;70;35;278;4;
0-0;369;4.32784e-15;16;148;130;10220;1;43;303;9;7;6;62;126;-1;64;43;279;4;
0-0;370;4.32784e-15;19;135;130;10221;1;34;303;9;5;21;68;136;16;68;34;279;4;
0-0;371;4.32848e-15;20;139;132;10222;1;33;303;8;9;18;66;135;9;69;33;280;4;
0-0;372;4.32912e-15;15;139;131;10222;1;39;304;9;10;12;61;124;2;63;39;280;4;
0-0;373;4.32912e-15;17;147;130;10222;1;35;304;10;7;20;73;142;13;69;35;280;4;
0-0;374;4.32912e-15;16;153;130;10223;1;33;304;10;8;18;61;151;10;90;33;281;4;
0-0;375;4.32976e-15;20;161;130;10223;1;33;305;10;5;13;70;139;8;69;33;281;4;
0-0;376;4.32976e-15;15;143;130;10223;1;44;305;10;14;11;92;132;-3;40;44;282;4;
0-0;377;4.32976e-15;21;146;132;10223;1;41;305;9;7;18;69;131;11;62;41;282;4;
0-0;378;4.32976e-15;21;181;132;10225;1;36;305;9;10;23;67;158;13;91;36;282;4;
0-0;379;4.33103e-15;19;154;132;10226;1;29;306;9;8;23;90;143;15;53;29;283;4;
0-0;380;4.33167e-15;7;154;132;10228;1;31;306;9;7;13;76;137;6;61;31;283;4;
0-0;381;4.33295e-15;10;153;134;10228;1;33;306;8;7;14;84;120;7;36;33;283;4;
0-0;382;4.33295e-15;9;165;134;10229;1;32;306;8;6;15;82;161;9;79;32;284;4;
0-0;383;4.33359e-15;19;161;134;10229;1;33;307;8;6;14;71;170;8;99;33;284;4;
0-0;384;4.33359e-15;17;170;134;10230;1;35;307;8;8;15;80;176;7;96;35;285;4;
0-0;385;4.33423e-15;14;182;134;10234;1;38;307;8;9;15;70;145;6;75;38;285;4;
0-0;386;4.33678e-15;19;148;134;10234;1;28;308;8;5;23;86;145;18;59;28;285;5;
0-0;387;4.33678e-15;11;182;134;10237;1;38;308;8;12;10;59;135;-2;76;38;286;5;
0-0;388;4.3387e-15;10;165;134;10238;1;36;308;8;11;21;75;134;10;59;36;286;5;
0-0;389;4.33934e-15;24;148;134;10241;1;23;308;8;9;30;91;153;21;62;23;287;5;
0-0;390;4.34125e-15;15;159;134;10241;1;33;309;8;11;10;68;140;-1;72;33;287;5;
0-0;391;4.34125e-15;11;166;133;10242;1;33;309;9;7;15;61;150;8;89;33;287;5;
0-0;392;4.34189e-15;18;165;135;10243;1;32;309;8;4;13;74;145;9;71;32;288;5;
0-0;393;4.34253e-15;27;142;135;10245;1;34;309;8;6;13;89;134;7;45;34;288;5;
0-0;394;4.34381e-15;19;142;135;10245;1;37;310;8;7;12;68;126;5;58;37;288;5;
0-0;395;4.34381e-15;10;161;135;10245;1;42;310;8;10;13;64;139;3;75;42;289;5;
0-0;396;4.34381e-15;20;147;135;10246;1;36;310;8;8;22;78;145;14;67;36;289;5;
0-0;397;4.34445e-15;18;153;135;10247;1;37;311;8;10;17;74;122;7;48;37;290;5;
0-0;398;4.34509e-15;20;161;135;10247;1;32;311;8;7;20;73;126;13;53;32;290;5;
0-0;399;4.34509e-15;21;159;135;10248;1;31;311;8;7;16;59;155;9;96;31;290;5;
0-0;400;4.34573e-15;10;168;135;10248;1;43;311;8;11;8;77;134;-3;57;43;291;5;
0-0;401;4.34573e-15;24;162;135;10249;1;44;312;8;7;14;66;151;7;85;44;291;5;
0-0;402;4.34637e-15;22;136;135;10249;1;43;312;8;16;26;78;131;10;53;43;291;5;
0-0;403;4.34637e-15;21;157;134;10249;1;44;312;9;10;18;61;149;8;88;44;292;5;
0-0;404;4.34637e-15;24;153;134;10249;1;47;312;9;10;15;77;129;5;52;47;292;5;
0-0;405;4.34637e-15;36;140;134;10249;1;41;313;9;10;25;75;154;15;79;41;292;5;
0-0;406;4.34637e-15;25;141;134;10250;1;32;313;9;10;27;58;161;17;103;32;293;5;
0-0;407;4.34701e-15;22;154;134;10250;1;29;313;9;8;20;60;141;12;81;29;293;5;
0-0;408;4.34701e-15;18;145;134;10251;1;27;314;9;7;17;82;141;10;59;27;294;5;
0-0;409;4.34765e-15;15;147;134;10252;1;34;314;9;11;13;70;150;2;80;34;294;5;
0-0;410;4.34829e-15;16;124;134;10253;1;35;314;9;4;11;83;123;7;40;35;294;5;
0-0;411;4.34893e-15;18;147;134;10255;1;34;314;9;9;18;69;118;9;49;34;295;6;
0-0;412;4.3502e-15;20;137;136;10255;1;27;315;8;7;23;83;143;16;60;27;295;6;
0-0;413;4.3502e-15;15;163;138;10258;1;35;315;7;10;10;49;128;0;79;35;295;6;
0-0;414;4.35212e-15;12;172;138;10258;1;29;315;7;6;21;72;142;15;70;29;296;6;
0-0;415;4.35212e-15;11;179;138;10258;1;33;315;7;10;14;71;153;4;82;33;296;6;
0-0;416;4.35212e-15;20;165;138;10258;1;29;316;7;1;14;83;152;13;69;29;296;6;
0-0;417;4.35212e-15;13;137;138;10258;1;31;316;7;5;12;83;132;7;49;31;297;6;
0-0;418;4.35212e-15;13;137;137;10258;1;33;316;8;8;15;71;161;7;90;33;297;6;
0-0;419;4.35212e-15;10;174;137;10260;1;30;316;8;6;17;63;151;11;88;30;297;6;
0-0;420;4.3534e-15;8;169;137;10261;1;29;317;8;6;16;67;142;10;75;29;298;6;
0-0;421;4.35404e-15;12;167;137;10261;1;34;317;8;7;10;75;136;3;61;34;298;6;
0-0;422;4.35404e-15;13;167;137;10261;1;38;317;8;7;12;88;144;5;56;38;298;6;
0-0;423;4.35404e-15;18;165;139;10262;1;40;317;7;10;16;78;148;6;70;40;299;6;
0-0;424;4.35468e-15;25;178;138;10262;1;36;318;8;5;17;83;155;12;72;36;299;6;
0-0;425;4.35468e-15;12;172;138;10263;1;38;318;8;13;20;68;153;7;85;38;299;6;
0-0;426;4.35532e-15;18;157;138;10265;1;39;318;8;7;15;77;148;8;71;39;300;6;
0-0;427;4.3566e-15;17;161;138;10265;1;40;318;8;8;15;69;166;7;97;40;300;6;
0-0;428;4.3566e-15;13;158;138;10265;1;32;319;8;7;23;75;138;16;63;32;300;6;
0-0;429;4.3566e-15;15;169;138;10265;1;32;319;8;5;14;71;126;9;55;32;301;6;
0-0;430;4.3566e-15;14;159;138;10266;1;36;319;8;11;15;76;132;4;56;36;301;6;
0-0;431;4.35724e-15;18;168;138;10267;1;32;319;8;4;17;65;148;13;83;32;301;6;
0-0;432;4.35788e-15;17;155;138;10267;1;33;320;8;6;13;85;153;7;68;33;302;6;
0-0;433;4.35788e-15;12;154;138;10268;1;34;320;8;5;13;74;133;8;59;34;302;6;
0-0;434;4.35852e-15;17;145;138;10268;1;31;320;8;6;17;73;167;11;94;31;302;6;
0-0;435;4.35852e-15;16;145;138;10269;1;30;320;8;5;15;68;140;10;72;30;303;6;
0-0;436;4.35916e-15;10;152;138;10270;1;33;321;8;9;15;73;146;6;73;33;303;7;
0-0;437;4.3598e-15;21;157;138;10272;1;31;321;8;7;18;61;171;11;110;31;303;7;
0-0;438;4.36108e-15;15;162;138;10272;1;35;321;8;8;13;80;145;5;65;35;304;7;
0-0;439;4.36108e-15;15;141;138;10273;1;38;321;8;8;13;68;147;5;79;38;304;7;
0-0;440;4.36172e-15;17;134;138;10275;1;42;322;8;13;17;77;140;4;63;42;304;7;
0-0;441;4.363e-15;25;161;138;10275;1;37;322;8;7;21;75;161;14;86;37;305;7;
0-0;442;4.363e-15;23;170;138;10277;1;34;322;8;6;17;88;148;11;60;34;305;7;
0-0;443;4.36428e-15;18;159;137;10279;1;37;322;9;6;12;81;156;6;75;37;305;7;
0-0;444;4.36556e-15;28;162;137;10280;1;30;323;9;9;24;71;154;15;83;30;306;7;
0-0;445;4.3662e-15;22;166;136;10281;1;38;323;10;11;12;65;139;1;74;38;306;7;
0-0;446;4.36684e-15;25;169;138;10284;1;43;323;9;7;10;75;141;3;66;43;306;7;
0-0;447;4.36876e-15;24;156;138;10285;1;50;323;9;15;16;87;158;1;71;50;307;7;
0-0;448;4.3694e-15;20;143;138;10285;1;42;324;9;11;27;73;154;16;81;42;307;7;
0-0;449;4.3694e-15;26;145;138;10285;1;44;324;9;11;18;71;141;7;70;44;307;7;
0-0;450;4.3694e-15;23;152;138;10286;1;30;324;9;7;29;72;146;22;74;30;307;7;
0-0;451;4.37004e-15;17;166;137;10288;1;42;324;10;11;8;82;156;-3;74;42;308;7;
0-0;452;4.37133e-15;19;173;137;10290;1;40;325;10;7;17;80;160;10;80;40;308;7;
0-0;453;4.37261e-15;22;175;137;10290;1;42;325;10;7;13;73;149;6;76;42;308;7;
0-0;454;4.37261e-15;19;169;136;10290;1;39;325;11;10;23;61;139;13;78;39;309;7;
0-0;455;4.37261e-15;22;165;136;10290;1;41;325;11;7;13;70;136;6;66;41;309;7;
0-0;456;4.37261e-15;18;166;135;10291;1;43;326;12;13;19;79;143;6;64;43;309;7;
0-0;457;4.37325e-15;13;176;135;10291;1;36;326;12;4;20;81;139;16;58;36;310;7;
0-0;458;4.37325e-15;10;186;137;10293;1;37;326;11;7;14;77;136;7;59;37;310;7;
0-0;459;4.37453e-15;21;156;137;10294;1;34;326;11;4;16;88;161;12;73;34;310;8;
0-0;460;4.37517e-15;23;149;137;10294;1;38;327;11;14;18;76;136;4;60;38;311;8;
0-0;461;4.37517e-15;20;150;137;10294;1;44;327;12;13;16;75;148;3;73;44;311;8;
0-0;462;4.37517e-15;19;169;137;10294;1;43;327;12;8;17;70;165;9;95;43;311;8;
0-0;463;4.37517e-15;23;173;137;10295;1;47;327;12;10;15;71;148;5;77;47;311;8;
0-0;464;4.37581e-15;21;163;137;10296;1;37;328;12;11;29;84;151;18;67;37;312;8;
0-0;465;4.37645e-15;15;159;139;10298;1;47;328;11;14;12;89;164;-2;75;47;312;8;
0-0;466;4.37773e-15;21;154;141;10298;1;46;328;10;7;16;63;174;9;111;46;312;8;
0-0;467;4.37773e-15;18;180;141;10299;1;48;328;10;9;16;73;128;7;55;48;313;8;
0-0;468;4.37837e-15;23;189;145;10301;1;53;328;8;16;19;73;170;3;97;53;313;8;
0-0;469;4.37966e-15;21;199;145;10302;1;50;329;8;13;24;75;134;11;59;50;313;8;
0-0;470;4.3803e-15;18;190;145;10302;1;41;329;8;11;28;77;156;17;79;41;314;8;
0-0;471;4.3803e-15;13;180;145;10302;1;30;329;8;8;27;87;141;19;54;30;314;8;
0-0;472;4.3803e-15;14;188;145;10304;1;29;329;8;7;17;74;170;10;96;29;314;8;
0-0;473;4.38158e-15;15;195;145;10308;1;36;330;8;7;10;74;145;3;71;36;314;8;
0-0;474;4.38414e-15;17;161;145;10310;1;38;330;8;9;16;108;132;7;24;38;315;8;
0-0;475;4.38543e-15;11;162;145;10310;1;43;330;8;11;15;78;135;4;57;43;315;8;
0-0;476;4.38543e-15;24;166;145;10310;1;37;330;8;5;19;65;131;14;66;37;315;8;
0-0;477;4.38543e-15;26;149;145;10310;1;40;331;8;7;13;89;159;6;70;40;316;8;
0-0;478;4.38543e-15;15;160;145;10310;1;35;331;8;10;23;71;150;13;79;35;316;8;
0-0;479;4.38543e-15;11;167;144;10311;1;40;331;9;11;15;76;143;4;67;40;316;8;
0-0;480;4.38607e-15;21;157;144;10312;1;44;331;9;8;13;75;156;5;81;44;316;8;
0-0;481;4.38671e-15;33;166;143;10312;1;44;331;10;8;16;74;136;8;62;44;317;8;
0-0;482;4.38671e-15;29;170;143;10312;1;44;332;10;11;19;71;147;8;76;44;317;9;
0-0;483;4.38671e-15;26;183;143;10312;1;52;332;10;16;17;77;144;1;67;52;317;9;
0-0;484;4.38671e-15;25;167;143;10313;1;55;332;10;17;22;88;157;5;69;55;318;9;
0-0;485;4.38735e-15;31;171;147;10313;1;55;332;8;11;19;82;145;8;63;55;318;9;
0-0;486;4.38735e-15;26;149;147;10314;1;51;333;8;11;23;75;163;12;88;51;318;9;
0-0;487;4.38799e-15;29;162;147;10315;1;52;333;8;12;19;71;145;7;74;52;318;9;
0-0;488;4.38863e-15;21;157;147;10316;1;53;333;8;10;17;76;150;7;74;53;319;9;
0-0;489;4.38927e-15;25;182;147;10318;1;46;333;8;9;24;71;150;15;79;46;319;9;
0-0;490;4.39056e-15;24;155;147;10318;1;44;333;8;11;23;97;151;12;54;44;319;9;
0-0;491;4.39056e-15;26;176;146;10319;1;40;334;9;10;23;74;154;13;80;40;320;9;
0-0;492;4.3912e-15;20;178;146;10320;1;42;334;9;9;16;87;131;7;44;42;320;9;
0-0;493;4.39184e-15;16;174;145;10320;1;32;334;10;10;28;69;171;18;102;32;320;9;
0-0;494;4.39184e-15;18;177;145;10320;1;23;334;10;3;21;68;146;18;78;23;320;9;
0-0;495;4.39184e-15;19;174;145;10321;1;24;335;10;7;16;81;149;9;68;24;321;9;
0-0;496;4.39248e-15;15;179;147;10321;1;33;335;9;10;10;75;165;0;90;33;321;9;
0-0;497;4.39248e-15;12;181;149;10321;1;29;335;8;5;18;55;157;13;102;29;321;9;
0-0;498;4.39248e-15;13;156;149;10323;1;29;335;8;6;15;77;159;9;82;29;321;9;
0-0;499;4.39376e-15;8;164;149;10323;1;23;335;8;7;22;71;152;15;81;23;322;9;
0-0;500;4.39376e-15;11;172;149;10323;1;24;336;8;5;14;69;165;9;96;24;322;9;
0-0;501;4.39376e-15;13;186;149;10323;1;23;336;8;4;14;74;153;10;79;23;322;9;
0-0;502;4.39376e-15;12;173;148;10323;1;27;336;9;9;14;81;153;5;72;27;323;9;
0-0;503;4.39376e-15;15;158;146;10324;1;29;336;11;4;12;83;145;8;62;29;323;9;
0-0;504;4.39441e-15;15;161;146;10324;1;33;337;11;12;17;81;149;5;68;33;323;10;
0-0;505;4.39441e-15;16;131;146;10325;1;33;337;11;5;14;80;151;9;71;33;323;10;
0-0;506;4.39505e-15;21;154;148;10325;1;33;337;10;5;14;66;155;9;89;33;324;10;
